date,a2c,ddpg,ppo,td3,sac,mvo,dji
2020-07-27,1034724.6037498513,1014817.1512957726,1004516.1714946677,1029833.25888641,1027205.8768464432,1035018.3927089698,1033021.2077423742
2020-07-28,1027929.149225586,1011010.0769625817,1001138.2614878775,1023321.9237232936,1019678.8876572952,1026253.9571512803,1025035.9736254129
2020-07-29,1032507.6275725327,1020393.1465006982,1004711.3645958868,1030486.3144589198,1025482.6741601333,1040084.3840005173,1031264.7992762773
2020-07-30,1022148.7538839341,1010591.8688670312,1002012.4884903418,1017826.8360768092,1014923.0779458389,1041260.5245947307,1022482.9846269672
2020-07-31,1020347.3472177124,1005231.8381892358,1013316.4154720006,1011622.7886906398,1010482.313038002,1079894.8023265149,1026939.9953856615
2020-08-03,1026091.5953584939,1016513.0993472253,1020400.291585587,1020674.6936512721,1015234.371292244,1098713.577969096,1036114.2564843597
2020-08-04,1032041.5336184922,1018144.0140315209,1023723.2743313374,1027925.0939846766,1023022.3926431045,1103091.5621402636,1042490.7713231009
2020-08-05,1043720.5254470673,1033674.6142474328,1029973.1231308752,1041993.64327438,1043424.4798051224,1111517.745133937,1056984.651253157
2020-08-06,1043357.6864793245,1037627.0494280969,1040022.2148792502,1049658.7470532192,1049453.108528267,1134781.5185534046,1064192.7336312416
2020-08-07,1049173.1424120523,1042106.3126727258,1036971.4530736394,1049422.826089932,1054596.2581178055,1121636.9878857303,1065999.6114241306
2020-08-10,1069564.351830906,1054745.3822756922,1040771.5327484213,1064842.3347302212,1069920.6664582596,1129342.7972173588,1079906.7569700798
2020-08-11,1068646.8375961115,1051069.2662936365,1032978.1789010016,1059701.4678326382,1071759.7943803177,1111124.5800268664,1075846.139134447
2020-08-12,1075279.8857762567,1059510.8383113062,1048758.276508599,1067556.132742001,1079202.2028924332,1137241.726279826,1087110.9687682146
2020-08-13,1073230.695823334,1055465.0502444422,1051753.3131541908,1063217.029428555,1073942.9884110794,1145599.3555820703,1083998.4153390324
2020-08-14,1073149.6638003695,1056741.2859545862,1052990.2502570655,1066154.179025723,1075162.7798386917,1143909.2296954026,1085331.2609286963
2020-08-17,1067996.5589078064,1051453.0620089686,1054954.0159430776,1067125.3922329678,1070152.521644722,1151328.7627114712,1081985.6378715758
2020-08-18,1065635.4493237,1048697.7803851282,1054961.0426011817,1065562.8633404507,1065552.1874162063,1154132.6022900962,1079389.9207062367
2020-08-19,1059916.625681427,1045259.6109362756,1054220.681924363,1060454.4759274258,1063892.030098091,1153930.4887236706,1076079.2846561102
2020-08-20,1058138.8347993928,1045283.8196803246,1059357.7214378363,1058880.9095631375,1063054.964046608,1167238.666594832,1077897.7741888477
2020-08-21,1060824.1981467705,1046211.418213955,1074375.7323599479,1061028.7631397976,1067109.4258843765,1193559.4391429618,1085304.0909753256
2020-08-24,1078333.8504590264,1059553.9766284144,1078195.6750543257,1072094.3670330776,1083315.6337586746,1202281.8331505738,1100000.0
2020-08-25,1079136.1733394738,1065033.3923312342,1084004.3785666663,1077611.2201367153,1081498.6891785965,1204535.9214898068,1097664.6742034196
2020-08-26,1075748.6041866303,1087598.472260586,1088478.9747594001,1114166.733472897,1084187.9670144424,1243153.2680842613,1100909.282713231
2020-08-27,1083395.7488014947,1100425.2782984888,1088994.104596314,1121311.0226765408,1090594.9865685806,1239296.342335536,1107142.0548377696
2020-08-28,1086615.5242171937,1103535.0240183985,1095770.0233878256,1124530.875005795,1096998.6516763077,1239439.3979646815,1113421.425709151
2020-08-31,1080223.2750716936,1094637.3460208094,1097940.8062624328,1116699.7456112637,1087064.8289796219,1252154.8962675289,1104721.196813678
2020-09-01,1080921.2375244293,1104938.536435238,1107082.317639035,1129066.1059094204,1095228.657417427,1279582.9802616902,1113102.7479599766
2020-09-02,1106428.1980026437,1121606.4349681055,1121163.3630237738,1142722.951654507,1113750.575374733,1275244.2415292466,1130775.2088595298
2020-09-03,1088403.6088875008,1090919.0184374964,1080991.234564782,1111760.8728009,1087091.6974183426,1205200.483899862,1099386.0197687976
