,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.29911804199219,89.08726487998509,88.25062113854636,88.54405219679813,110737200.0,2.0,2.9607700206098713,91.04391342207666,78.74810470536474,62.80713177246483,107.47258736840217,29.811385146733638,82.43489329020183,76.32967885335286,28.6200008392334,50.94432573161654
0,2020-07-01,AMGN,216.57945251464844,217.5217801793641,197.44453757647543,199.9403988626871,6575800.0,2.0,3.2794274993831607,209.58431589325244,180.55920827666944,61.27963461889661,272.7953796770153,47.00997494752316,193.7672373453776,194.73491388956705,28.6200008392334,50.94432573161654
0,2020-07-01,AXP,88.04801940917969,90.7723083922232,87.66418092722478,89.17143622110301,3301000.0,2.0,-0.3720954712399305,105.58142623485887,83.9107406657759,48.504812771251935,-62.63843388636266,1.7522610335228537,92.980078125,86.71816965738932,28.6200008392334,50.94432573161654
0,2020-07-01,BA,180.32000732421875,190.61000061035156,180.0399932861328,185.8800048828125,49036700.0,2.0,5.443193477575562,220.72113910562427,160.9328632747468,50.92577108146959,24.220608346258853,15.93644015054726,176.4723347981771,155.6141675313314,28.6200008392334,50.94432573161654
0,2020-07-01,CAT,113.08421325683594,116.08041241173053,112.92274099528578,116.0624809352222,2807800.0,2.0,1.1928086911882616,122.43136496283,106.24348168633992,52.86541867627569,35.3662869344874,14.542226581959037,111.92311681111654,106.51861483256022,28.6200008392334,50.94432573161654
0,2020-07-01,CRM,189.89248657226562,190.8128134250939,185.50860868714014,186.14194589018163,4754600.0,2.0,4.1486221818603894,193.04106164230444,167.2796720002737,58.10431299728452,139.95254700218723,29.22572007590033,178.31560465494792,169.16898549397786,28.6200008392334,50.94432573161654
0,2020-07-01,CSCO,39.07270431518555,39.63258225954346,39.021805143513696,39.47988798053602,17129500.0,2.0,0.24477896948347677,41.081580861042475,37.12659784989503,53.16054951082461,18.69669124488096,13.443340102841725,39.057715861002606,37.46842568715413,28.6200008392334,50.94432573161654
0,2020-07-01,CVX,69.5947036743164,72.09667679609066,69.53910440627399,70.91320319926463,6379400.0,2.0,-0.9119320271344691,81.30256910990917,65.75254639912404,47.82919623428688,-93.28373982508238,8.37381304001465,73.63438822428385,71.38028106689453,28.6200008392334,50.94432573161654
0,2020-07-01,DIS,111.15692901611328,113.70445608133579,110.44873396197343,110.97004212563412,11930900.0,2.0,-0.9540563411173082,125.16455688395382,104.69944305501102,49.23568718299598,-76.95793786326273,1.559207889046688,115.70314407348633,109.55284156799317,28.6200008392334,50.94432573161654
0,2020-07-01,GS,174.3008270263672,176.21524956759927,172.49226695104363,175.4565371513899,2620100.0,2.0,0.5465741147894221,196.37357875540138,165.32117985055564,50.96275239289999,-34.04212723027701,4.024963137913206,177.98018290201824,167.37381490071616,28.6200008392334,50.94432573161654
0,2020-07-01,HD,218.76307678222656,220.68491943750064,217.68755299708224,220.08544076870413,3677300.0,2.0,2.0966408355207022,227.85769618802675,210.15684086031308,55.509688229332255,24.031827084243265,8.960744315946723,217.77469024658203,204.04872233072916,28.6200008392334,50.94432573161654
0,2020-07-01,HON,121.39665985107422,123.39312832311,120.43633220848095,122.33171643138441,2768680.0,2.0,-0.2770561247596106,136.4408525030195,112.80600494937309,49.99254442565839,-33.60390832656251,2.480992179487647,123.73372853597006,118.48975143432617,28.6200008392334,50.94432573161654
0,2020-07-01,IBM,89.64766693115234,91.68201960268817,89.51910386679023,90.9560082503531,4869967.0,2.0,-0.9574135584961851,101.70067511030906,84.95462731889016,47.489714696715815,-74.89022627230688,4.811064044594277,93.36546503702799,92.03854827880859,28.6200008392334,50.94432573161654
0,2020-07-01,INTC,52.42576217651367,53.513320285163445,52.381187307642044,53.40634808115864,14748100.0,2.0,-0.5142136860164612,57.47119015662605,50.36044245750969,48.71404720707328,-79.49774039481339,8.202587103614446,54.47935651143392,53.49654649098714,28.6200008392334,50.94432573161654
0,2020-07-01,JNJ,120.91485595703125,121.78480421222191,120.6392209793476,121.18186912728784,6174800.0,2.0,-1.4356657944150726,128.20015854040145,117.98356490930557,46.81582078258003,-95.67266968040367,14.341710013481382,124.15183639526367,125.65024960835775,28.6200008392334,50.94432573161654
0,2020-07-01,JPM,80.37157440185547,82.48298451872773,80.17335725097593,81.77630786236446,18755700.0,2.0,-0.9541530450592717,97.18508458968734,75.56726831558609,46.82894523327377,-79.5411360116282,2.2769281477034617,85.3665756225586,82.23364117940267,28.6200008392334,50.94432573161654
0,2020-07-01,KO,38.22015380859375,38.82560392901486,38.12635103582931,38.31395658135819,14316500.0,2.0,-0.3797702939807124,42.140921629820234,36.657987366761795,46.685854166240844,-73.25837725899508,10.448949385802209,39.34996274312337,39.09666811625163,28.6200008392334,50.94432573161654
0,2020-07-01,MCD,163.78656005859375,165.3653528192773,162.95281282978766,164.04377332532093,2193800.0,2.0,-0.6500020062774468,178.39406736136797,157.2770157074797,49.6561470129463,-53.96065909474588,2.0617016757075595,166.9443155924479,163.14089126586913,28.6200008392334,50.94432573161654
0,2020-07-01,MMM,106.19596862792969,107.81525347175896,106.11398630872483,106.8177250305381,1944218.0,2.0,0.33221702202217784,114.80937287931431,101.7496504055978,51.655351487403756,-12.034354867751853,8.18816988093927,107.22242685953776,103.16352615356445,28.6200008392334,50.94432573161654
0,2020-07-01,MRK,63.1820182800293,63.845217018288224,62.373234756926735,62.62396159377465,9948769.0,2.0,-0.35680503265253805,66.76428418359399,59.00213808813453,50.13724955743338,7.3357354929515335,11.048054955608974,62.96757672627767,63.520412635803225,28.6200008392334,50.94432573161654
0,2020-07-01,MSFT,195.7982635498047,197.37651920325007,192.99568667298786,194.3061051830812,32061200.0,2.0,4.829626545258151,198.04988536963293,174.12845325341397,61.18489914154949,140.80529666873176,33.021585024065196,182.52567647298176,175.35452473958333,28.6200008392334,50.94432573161654
0,2020-07-01,NKE,90.89622497558594,92.1280831619184,90.62558854798901,91.92277227753794,5733800.0,2.0,0.5844157664918157,97.94148451466447,87.10324509959335,52.34781729615814,-24.49673888753963,9.906533765925664,92.08754196166993,86.81255251566569,28.6200008392334,50.94432573161654
0,2020-07-01,PG,104.62650299072266,104.9840329952469,103.68470592750147,104.33873055700242,6501200.0,2.0,0.5536115253636638,105.11536342524553,100.34081333256697,53.508496833841356,114.29383061849403,1.9072816764073814,101.89122772216797,101.75627428690592,28.6200008392334,50.94432573161654
0,2020-07-01,TRV,100.75222778320312,102.80309617311383,100.48355244270215,102.05976698606585,930500.0,2.0,1.445441425728049,112.3764338128234,96.0204282172059,51.84925760327218,11.138719265671531,0.19542057959863415,100.72656326293945,94.58714472452799,28.6200008392334,50.94432573161654
0,2020-07-01,UNH,274.1539001464844,276.61245723221066,271.86105469791124,272.40433146255117,2303800.0,2.0,0.36333423964845224,286.07822464340643,256.17362167007013,53.2365567892234,24.554020621266126,5.432832763998209,272.1287556966146,265.97408727010094,28.6200008392334,50.94432573161654
0,2020-07-01,V,186.31622314453125,187.82575889022422,185.23936659850372,186.38353401419303,6394100.0,2.0,1.0053128749258633,193.2880227759058,180.13098357175045,53.319614635957,-7.451515924981621,6.3961847087050785,186.59957580566407,177.3026201883952,28.6200008392334,50.94432573161654
0,2020-07-01,VZ,39.64509201049805,40.12370746299417,39.579829284765815,39.94966522878581,12831600.0,2.0,-0.3505137277631718,42.7526958751302,38.55129315380046,47.04126917899444,-54.928040753596484,7.768317595249899,40.48991877237956,40.824811999003096,28.6200008392334,50.94432573161654
0,2020-07-01,WMT,37.063194274902344,37.134413547802644,36.74424377388998,36.98887419771346,19733700.0,2.0,-0.26598572674383547,37.97314242394291,36.32850552527584,48.0407004114343,-68.20660263608579,3.5579575341868326,37.568864822387695,38.21135501861572,28.6200008392334,50.94432573161654
1,2020-07-02,AAPL,88.29911804199219,89.84146462563768,88.18514698857149,89.20609820497056,114041600.0,3.0,2.8810607206763166,90.84467911247182,79.96077590461803,62.80713177246483,104.48524670052264,33.40930032382381,82.79768320719401,76.7556032816569,27.68000030517578,5.413290847851654
1,2020-07-02,AMGN,219.22811889648438,221.96168006885915,214.6693597091259,214.6693597091259,3338000.0,3.0,4.583650275874675,214.28829411560994,179.02683802550334,62.24284667784431,310.07282941679966,51.84276008778704,194.62663879394532,195.4545768737793,27.68000030517578,5.413290847851654
1,2020-07-02,AXP,88.31015014648438,91.08125115898515,87.86077913303373,90.59443196587112,4239700.0,3.0,-0.5484722017641985,105.1746888279042,83.21944798239853,48.67227830926977,-63.470028917374115,0.6773716952219243,93.10520807902019,86.82966245015463,27.68000030517578,5.413290847851654
1,2020-07-02,BA,180.80999755859375,187.7899932861328,180.42999267578125,185.5800018310547,41792300.0,3.0,4.838368081568319,220.74713127500198,160.55787055605273,51.02235900420901,17.93794948183391,15.93644015054726,178.05533447265626,156.26800079345702,27.68000030517578,5.413290847851654
